"","id","loci","n.loci","LLRpair","dam","LLRdam","sire","LLRsire"
"20","adapter_trim.F1-J157-pH8.bam","CM084265_1_70798125.1, CM084276_1_1625254.0, CM084264_1_12084151.0, CM084265_1_794840.1, CM084276_1_38559646.1, CM084279_1_10149547.1, CM084266_1_816291.1, CM084277_1_30953045.0, CM084264_1_70355122.1, CM084266_1_68884692.1, CM084278_1_20695466.1, CM084274_1_4730081.0, CM084269_1_1544433.0, CM084267_1_6421555.1, CM084268_1_82411.0, CM084269_1_12905597.0, CM084266_1_70743740.1, CM084279_1_10156984.0, CM084279_1_32673936.0, CM084268_1_298786.0, CM084272_1_44059285.0, CM084276_1_1856932.0, CM084278_1_20867809.0, CM084271_1_3805848.1, CM084271_1_26332994.0, CM084270_1_39395973.1, CM084272_1_36474160.1, CM084265_1_65322091.0, CM084267_1_8118559.1, CM084272_1_1307854.1, CM084264_1_34293009.1, CM084271_1_44069759.1, CM084273_1_42253181.1, CM084264_1_34301159.0, CM084275_1_38169338.1, CM084267_1_48167433.1, CM084276_1_38772790.1, CM084268_1_24030546.1, CM084268_1_49719639.0, CM084267_1_11257252.1, CM084275_1_39394589.1, CM084279_1_1882771.0, CM084271_1_257149.1, CM084267_1_4505260.1, CM084267_1_48167433.1, CM084272_1_1891463.0, CM084269_1_46858338.1, CM084279_1_1070294.1, CM084275_1_39502454.1, CM084268_1_50679469.0",50,0.23,"adapter_trim.F0-B16.bam",-0.56,"adapter_trim.F0-B18.bam",-0.71
"21","adapter_trim.F1-J163-pH8.bam","CM084265_1_70798125.1, CM084276_1_1625254.0, CM084264_1_12084151.0, CM084265_1_794840.1, CM084276_1_38559646.1, CM084279_1_10149547.1, CM084266_1_816291.1, CM084277_1_30953045.0, CM084264_1_70355122.1, CM084266_1_68884692.1, CM084278_1_20695466.1, CM084274_1_4730081.0, CM084269_1_1544433.0, CM084267_1_6421555.1, CM084268_1_82411.0, CM084269_1_12905597.0, CM084266_1_70743740.1, CM084279_1_10156984.0, CM084279_1_32673936.0, CM084268_1_298786.0, CM084272_1_44059285.0, CM084276_1_1856932.0, CM084278_1_20867809.0, CM084271_1_3805848.1, CM084271_1_26332994.0, CM084270_1_39395973.1, CM084272_1_36474160.1, CM084265_1_65322091.0, CM084267_1_8118559.1, CM084272_1_1307854.1, CM084264_1_34293009.1, CM084271_1_44069759.1, CM084273_1_42253181.1, CM084264_1_34301159.0, CM084275_1_38169338.1, CM084267_1_48167433.1, CM084276_1_38772790.1, CM084268_1_24030546.1, CM084268_1_49719639.0, CM084267_1_11257252.1, CM084275_1_39394589.1, CM084279_1_1882771.0, CM084271_1_257149.1, CM084267_1_4505260.1, CM084267_1_48167433.1, CM084272_1_1891463.0, CM084269_1_46858338.1, CM084279_1_1070294.1, CM084275_1_39502454.1, CM084268_1_50679469.0",50,0.32,"adapter_trim.F0-B3.bam",-0.81,"adapter_trim.F0-B15.bam",-0.45
"22","adapter_trim.F1-J205-pH75.bam","CM084265_1_70798125.1, CM084276_1_1625254.0, CM084264_1_12084151.0, CM084265_1_794840.1, CM084276_1_38559646.1, CM084279_1_10149547.1, CM084266_1_816291.1, CM084277_1_30953045.0, CM084264_1_70355122.1, CM084266_1_68884692.1, CM084278_1_20695466.1, CM084274_1_4730081.0, CM084269_1_1544433.0, CM084267_1_6421555.1, CM084268_1_82411.0, CM084269_1_12905597.0, CM084266_1_70743740.1, CM084279_1_10156984.0, CM084279_1_32673936.0, CM084268_1_298786.0, CM084272_1_44059285.0, CM084276_1_1856932.0, CM084278_1_20867809.0, CM084271_1_3805848.1, CM084271_1_26332994.0, CM084270_1_39395973.1, CM084272_1_36474160.1, CM084265_1_65322091.0, CM084267_1_8118559.1, CM084272_1_1307854.1, CM084264_1_34293009.1, CM084271_1_44069759.1, CM084273_1_42253181.1, CM084264_1_34301159.0, CM084275_1_38169338.1, CM084267_1_48167433.1, CM084276_1_38772790.1, CM084268_1_24030546.1, CM084268_1_49719639.0, CM084267_1_11257252.1, CM084275_1_39394589.1, CM084279_1_1882771.0, CM084271_1_257149.1, CM084267_1_4505260.1, CM084267_1_48167433.1, CM084272_1_1891463.0, CM084269_1_46858338.1, CM084279_1_1070294.1, CM084275_1_39502454.1, CM084268_1_50679469.0",50,0.29,"adapter_trim.F0-B13.bam",0.02,"adapter_trim.F0-B22.bam",-0.1
"23","adapter_trim.F1-J312-pH75.bam","CM084265_1_70798125.1, CM084276_1_1625254.0, CM084264_1_12084151.0, CM084265_1_794840.1, CM084276_1_38559646.1, CM084279_1_10149547.1, CM084266_1_816291.1, CM084277_1_30953045.0, CM084264_1_70355122.1, CM084266_1_68884692.1, CM084278_1_20695466.1, CM084274_1_4730081.0, CM084269_1_1544433.0, CM084267_1_6421555.1, CM084268_1_82411.0, CM084269_1_12905597.0, CM084266_1_70743740.1, CM084279_1_10156984.0, CM084279_1_32673936.0, CM084268_1_298786.0, CM084272_1_44059285.0, CM084276_1_1856932.0, CM084278_1_20867809.0, CM084271_1_3805848.1, CM084271_1_26332994.0, CM084270_1_39395973.1, CM084272_1_36474160.1, CM084265_1_65322091.0, CM084267_1_8118559.1, CM084272_1_1307854.1, CM084264_1_34293009.1, CM084271_1_44069759.1, CM084273_1_42253181.1, CM084264_1_34301159.0, CM084275_1_38169338.1, CM084267_1_48167433.1, CM084276_1_38772790.1, CM084268_1_24030546.1, CM084268_1_49719639.0, CM084267_1_11257252.1, CM084275_1_39394589.1, CM084279_1_1882771.0, CM084271_1_257149.1, CM084267_1_4505260.1, CM084267_1_48167433.1, CM084272_1_1891463.0, CM084269_1_46858338.1, CM084279_1_1070294.1, CM084275_1_39502454.1, CM084268_1_50679469.0",50,0.46,"adapter_trim.F0-B20.bam",0.04,"adapter_trim.F0-B5.bam",0.23
"24","adapter_trim.F1-J313-pH75.bam","CM084265_1_70798125.1, CM084276_1_1625254.0, CM084264_1_12084151.0, CM084265_1_794840.1, CM084276_1_38559646.1, CM084279_1_10149547.1, CM084266_1_816291.1, CM084277_1_30953045.0, CM084264_1_70355122.1, CM084266_1_68884692.1, CM084278_1_20695466.1, CM084274_1_4730081.0, CM084269_1_1544433.0, CM084267_1_6421555.1, CM084268_1_82411.0, CM084269_1_12905597.0, CM084266_1_70743740.1, CM084279_1_10156984.0, CM084279_1_32673936.0, CM084268_1_298786.0, CM084272_1_44059285.0, CM084276_1_1856932.0, CM084278_1_20867809.0, CM084271_1_3805848.1, CM084271_1_26332994.0, CM084270_1_39395973.1, CM084272_1_36474160.1, CM084265_1_65322091.0, CM084267_1_8118559.1, CM084272_1_1307854.1, CM084264_1_34293009.1, CM084271_1_44069759.1, CM084273_1_42253181.1, CM084264_1_34301159.0, CM084275_1_38169338.1, CM084267_1_48167433.1, CM084276_1_38772790.1, CM084268_1_24030546.1, CM084268_1_49719639.0, CM084267_1_11257252.1, CM084275_1_39394589.1, CM084279_1_1882771.0, CM084271_1_257149.1, CM084267_1_4505260.1, CM084267_1_48167433.1, CM084272_1_1891463.0, CM084269_1_46858338.1, CM084279_1_1070294.1, CM084275_1_39502454.1, CM084268_1_50679469.0",50,0.57,"adapter_trim.F0-B14.bam",-0.42,"adapter_trim.F0-B1.bam",-0.19
"25","adapter_trim.F1-B8-pH8.bam","CM084265_1_70798125.1, CM084276_1_1625254.0, CM084264_1_12084151.0, CM084265_1_794840.1, CM084276_1_38559646.1, CM084279_1_10149547.1, CM084266_1_816291.1, CM084277_1_30953045.0, CM084264_1_70355122.1, CM084266_1_68884692.1, CM084278_1_20695466.1, CM084274_1_4730081.0, CM084269_1_1544433.0, CM084267_1_6421555.1, CM084268_1_82411.0, CM084269_1_12905597.0, CM084266_1_70743740.1, CM084279_1_10156984.0, CM084279_1_32673936.0, CM084268_1_298786.0, CM084272_1_44059285.0, CM084276_1_1856932.0, CM084278_1_20867809.0, CM084271_1_3805848.1, CM084271_1_26332994.0, CM084270_1_39395973.1, CM084272_1_36474160.1, CM084265_1_65322091.0, CM084267_1_8118559.1, CM084272_1_1307854.1, CM084264_1_34293009.1, CM084271_1_44069759.1, CM084273_1_42253181.1, CM084264_1_34301159.0, CM084275_1_38169338.1, CM084267_1_48167433.1, CM084276_1_38772790.1, CM084268_1_24030546.1, CM084268_1_49719639.0, CM084267_1_11257252.1, CM084275_1_39394589.1, CM084279_1_1882771.0, CM084271_1_257149.1, CM084267_1_4505260.1, CM084267_1_48167433.1, CM084272_1_1891463.0, CM084269_1_46858338.1, CM084279_1_1070294.1, CM084275_1_39502454.1, CM084268_1_50679469.0",50,0.45,"adapter_trim.F0-B26.bam",-0.42,"adapter_trim.F0-B5.bam",-0.18
"26","adapter_trim.F1-B9-pH8.bam","CM084265_1_70798125.1, CM084276_1_1625254.0, CM084264_1_12084151.0, CM084265_1_794840.1, CM084276_1_38559646.1, CM084279_1_10149547.1, CM084266_1_816291.1, CM084277_1_30953045.0, CM084264_1_70355122.1, CM084266_1_68884692.1, CM084278_1_20695466.1, CM084274_1_4730081.0, CM084269_1_1544433.0, CM084267_1_6421555.1, CM084268_1_82411.0, CM084269_1_12905597.0, CM084266_1_70743740.1, CM084279_1_10156984.0, CM084279_1_32673936.0, CM084268_1_298786.0, CM084272_1_44059285.0, CM084276_1_1856932.0, CM084278_1_20867809.0, CM084271_1_3805848.1, CM084271_1_26332994.0, CM084270_1_39395973.1, CM084272_1_36474160.1, CM084265_1_65322091.0, CM084267_1_8118559.1, CM084272_1_1307854.1, CM084264_1_34293009.1, CM084271_1_44069759.1, CM084273_1_42253181.1, CM084264_1_34301159.0, CM084275_1_38169338.1, CM084267_1_48167433.1, CM084276_1_38772790.1, CM084268_1_24030546.1, CM084268_1_49719639.0, CM084267_1_11257252.1, CM084275_1_39394589.1, CM084279_1_1882771.0, CM084271_1_257149.1, CM084267_1_4505260.1, CM084267_1_48167433.1, CM084272_1_1891463.0, CM084269_1_46858338.1, CM084279_1_1070294.1, CM084275_1_39502454.1, CM084268_1_50679469.0",50,1.16,"adapter_trim.F0-B26.bam",0.09,"adapter_trim.F0-B6.bam",0.1
"27","adapter_trim.F1-B20-pH75.bam","CM084265_1_70798125.1, CM084276_1_1625254.0, CM084264_1_12084151.0, CM084265_1_794840.1, CM084276_1_38559646.1, CM084279_1_10149547.1, CM084266_1_816291.1, CM084277_1_30953045.0, CM084264_1_70355122.1, CM084266_1_68884692.1, CM084278_1_20695466.1, CM084274_1_4730081.0, CM084269_1_1544433.0, CM084267_1_6421555.1, CM084268_1_82411.0, CM084269_1_12905597.0, CM084266_1_70743740.1, CM084279_1_10156984.0, CM084279_1_32673936.0, CM084268_1_298786.0, CM084272_1_44059285.0, CM084276_1_1856932.0, CM084278_1_20867809.0, CM084271_1_3805848.1, CM084271_1_26332994.0, CM084270_1_39395973.1, CM084272_1_36474160.1, CM084265_1_65322091.0, CM084267_1_8118559.1, CM084272_1_1307854.1, CM084264_1_34293009.1, CM084271_1_44069759.1, CM084273_1_42253181.1, CM084264_1_34301159.0, CM084275_1_38169338.1, CM084267_1_48167433.1, CM084276_1_38772790.1, CM084268_1_24030546.1, CM084268_1_49719639.0, CM084267_1_11257252.1, CM084275_1_39394589.1, CM084279_1_1882771.0, CM084271_1_257149.1, CM084267_1_4505260.1, CM084267_1_48167433.1, CM084272_1_1891463.0, CM084269_1_46858338.1, CM084279_1_1070294.1, CM084275_1_39502454.1, CM084268_1_50679469.0",50,0.15,"adapter_trim.F0-B14.bam",-0.28,"adapter_trim.F0-B5.bam",-0.48
"28","adapter_trim.F1-J160-pH8.bam","CM084271_1_290137.0, CM084266_1_63466127.0, CM084269_1_47265506.1, CM084278_1_20858397.0, CM084264_1_69757037.1, CM084264_1_26773649.0, CM084272_1_1704343.1, CM084274_1_12659015.1, CM084275_1_39781020.0, CM084273_1_31863355.0, CM084265_1_64735335.1, CM084266_1_59364074.1, CM084267_1_50993981.1, CM084267_1_52593775.0, CM084277_1_10417524.0, CM084264_1_73152512.1, CM084266_1_68884692.0, CM084271_1_44075853.0, CM084276_1_38558546.0, CM084274_1_4769080.0, CM084278_1_20734513.1, CM084274_1_4793160.1, CM084276_1_38558590.0, CM084271_1_44075863.1, CM084268_1_28845446.1, CM084275_1_20000990.0, CM084274_1_4715467.1, CM084264_1_69870962.1, CM084274_1_4793445.1, CM084267_1_11257244.1, CM084275_1_77171.1, CM084268_1_3704024.1, CM084274_1_4785935.1, CM084271_1_44134607.0, CM084275_1_2509950.0, CM084266_1_70707608.0, CM084275_1_40706385.1, CM084267_1_2652518.0, CM084270_1_46587632.1, CM084267_1_30269806.0, CM084272_1_1726216.1, CM084272_1_18188700.0, CM084264_1_70182851.0, CM084267_1_832157.1, CM084264_1_75480216.1, CM084273_1_31866087.0, CM084276_1_38539465.0, CM084268_1_50739258.0, CM084269_1_45438470.0, CM084274_1_4726638.0",50,0.11,"adapter_trim.F0-B20.bam",-0.84,"adapter_trim.F0-B7.bam",-0.55
"29","adapter_trim.353.bam","CM084271_1_290137.0, CM084266_1_63466127.0, CM084269_1_47265506.1, CM084278_1_20858397.0, CM084264_1_69757037.1, CM084264_1_26773649.0, CM084272_1_1704343.1, CM084274_1_12659015.1, CM084275_1_39781020.0, CM084273_1_31863355.0, CM084265_1_64735335.1, CM084266_1_59364074.1, CM084267_1_50993981.1, CM084267_1_52593775.0, CM084277_1_10417524.0, CM084264_1_73152512.1, CM084266_1_68884692.0, CM084271_1_44075853.0, CM084276_1_38558546.0, CM084274_1_4769080.0, CM084278_1_20734513.1, CM084274_1_4793160.1, CM084276_1_38558590.0, CM084271_1_44075863.1, CM084268_1_28845446.1, CM084275_1_20000990.0, CM084274_1_4715467.1, CM084264_1_69870962.1, CM084274_1_4793445.1, CM084267_1_11257244.1, CM084275_1_77171.1, CM084268_1_3704024.1, CM084274_1_4785935.1, CM084271_1_44134607.0, CM084275_1_2509950.0, CM084266_1_70707608.0, CM084275_1_40706385.1, CM084267_1_2652518.0, CM084270_1_46587632.1, CM084267_1_30269806.0, CM084272_1_1726216.1, CM084272_1_18188700.0, CM084264_1_70182851.0, CM084267_1_832157.1, CM084264_1_75480216.1, CM084273_1_31866087.0, CM084276_1_38539465.0, CM084268_1_50739258.0, CM084269_1_45438470.0, CM084274_1_4726638.0",50,0.5,"adapter_trim.F0-B1.bam",-0.37,"adapter_trim.F0-B18.bam",-0.42
"30","adapter_trim.F1-J210-pH75.bam","CM084271_1_290137.0, CM084266_1_63466127.0, CM084269_1_47265506.1, CM084278_1_20858397.0, CM084264_1_69757037.1, CM084264_1_26773649.0, CM084272_1_1704343.1, CM084274_1_12659015.1, CM084275_1_39781020.0, CM084273_1_31863355.0, CM084265_1_64735335.1, CM084266_1_59364074.1, CM084267_1_50993981.1, CM084267_1_52593775.0, CM084277_1_10417524.0, CM084264_1_73152512.1, CM084266_1_68884692.0, CM084271_1_44075853.0, CM084276_1_38558546.0, CM084274_1_4769080.0, CM084278_1_20734513.1, CM084274_1_4793160.1, CM084276_1_38558590.0, CM084271_1_44075863.1, CM084268_1_28845446.1, CM084275_1_20000990.0, CM084274_1_4715467.1, CM084264_1_69870962.1, CM084274_1_4793445.1, CM084267_1_11257244.1, CM084275_1_77171.1, CM084268_1_3704024.1, CM084274_1_4785935.1, CM084271_1_44134607.0, CM084275_1_2509950.0, CM084266_1_70707608.0, CM084275_1_40706385.1, CM084267_1_2652518.0, CM084270_1_46587632.1, CM084267_1_30269806.0, CM084272_1_1726216.1, CM084272_1_18188700.0, CM084264_1_70182851.0, CM084267_1_832157.1, CM084264_1_75480216.1, CM084273_1_31866087.0, CM084276_1_38539465.0, CM084268_1_50739258.0, CM084269_1_45438470.0, CM084274_1_4726638.0",50,0.16,"adapter_trim.F0-B1.bam",-0.5,"adapter_trim.F0-B21.bam",-0.08
"31","adapter_trim.F1-J362-pH75.bam","CM084271_1_290137.0, CM084266_1_63466127.0, CM084269_1_47265506.1, CM084278_1_20858397.0, CM084264_1_69757037.1, CM084264_1_26773649.0, CM084272_1_1704343.1, CM084274_1_12659015.1, CM084275_1_39781020.0, CM084273_1_31863355.0, CM084265_1_64735335.1, CM084266_1_59364074.1, CM084267_1_50993981.1, CM084267_1_52593775.0, CM084277_1_10417524.0, CM084264_1_73152512.1, CM084266_1_68884692.0, CM084271_1_44075853.0, CM084276_1_38558546.0, CM084274_1_4769080.0, CM084278_1_20734513.1, CM084274_1_4793160.1, CM084276_1_38558590.0, CM084271_1_44075863.1, CM084268_1_28845446.1, CM084275_1_20000990.0, CM084274_1_4715467.1, CM084264_1_69870962.1, CM084274_1_4793445.1, CM084267_1_11257244.1, CM084275_1_77171.1, CM084268_1_3704024.1, CM084274_1_4785935.1, CM084271_1_44134607.0, CM084275_1_2509950.0, CM084266_1_70707608.0, CM084275_1_40706385.1, CM084267_1_2652518.0, CM084270_1_46587632.1, CM084267_1_30269806.0, CM084272_1_1726216.1, CM084272_1_18188700.0, CM084264_1_70182851.0, CM084267_1_832157.1, CM084264_1_75480216.1, CM084273_1_31866087.0, CM084276_1_38539465.0, CM084268_1_50739258.0, CM084269_1_45438470.0, CM084274_1_4726638.0",50,0.16,"adapter_trim.F0-B20.bam",-0.37,"adapter_trim.F0-B7.bam",-0.48
"32","adapter_trim.F1-B11-pH8.bam","CM084271_1_290137.0, CM084266_1_63466127.0, CM084269_1_47265506.1, CM084278_1_20858397.0, CM084264_1_69757037.1, CM084264_1_26773649.0, CM084272_1_1704343.1, CM084274_1_12659015.1, CM084275_1_39781020.0, CM084273_1_31863355.0, CM084265_1_64735335.1, CM084266_1_59364074.1, CM084267_1_50993981.1, CM084267_1_52593775.0, CM084277_1_10417524.0, CM084264_1_73152512.1, CM084266_1_68884692.0, CM084271_1_44075853.0, CM084276_1_38558546.0, CM084274_1_4769080.0, CM084278_1_20734513.1, CM084274_1_4793160.1, CM084276_1_38558590.0, CM084271_1_44075863.1, CM084268_1_28845446.1, CM084275_1_20000990.0, CM084274_1_4715467.1, CM084264_1_69870962.1, CM084274_1_4793445.1, CM084267_1_11257244.1, CM084275_1_77171.1, CM084268_1_3704024.1, CM084274_1_4785935.1, CM084271_1_44134607.0, CM084275_1_2509950.0, CM084266_1_70707608.0, CM084275_1_40706385.1, CM084267_1_2652518.0, CM084270_1_46587632.1, CM084267_1_30269806.0, CM084272_1_1726216.1, CM084272_1_18188700.0, CM084264_1_70182851.0, CM084267_1_832157.1, CM084264_1_75480216.1, CM084273_1_31866087.0, CM084276_1_38539465.0, CM084268_1_50739258.0, CM084269_1_45438470.0, CM084274_1_4726638.0",50,0.12,"adapter_trim.F0-B2.bam",-0.31,"adapter_trim.F0-B22.bam",-0.3
"33","adapter_trim.F1-B21-pH8.bam","CM084271_1_290137.0, CM084266_1_63466127.0, CM084269_1_47265506.1, CM084278_1_20858397.0, CM084264_1_69757037.1, CM084264_1_26773649.0, CM084272_1_1704343.1, CM084274_1_12659015.1, CM084275_1_39781020.0, CM084273_1_31863355.0, CM084265_1_64735335.1, CM084266_1_59364074.1, CM084267_1_50993981.1, CM084267_1_52593775.0, CM084277_1_10417524.0, CM084264_1_73152512.1, CM084266_1_68884692.0, CM084271_1_44075853.0, CM084276_1_38558546.0, CM084274_1_4769080.0, CM084278_1_20734513.1, CM084274_1_4793160.1, CM084276_1_38558590.0, CM084271_1_44075863.1, CM084268_1_28845446.1, CM084275_1_20000990.0, CM084274_1_4715467.1, CM084264_1_69870962.1, CM084274_1_4793445.1, CM084267_1_11257244.1, CM084275_1_77171.1, CM084268_1_3704024.1, CM084274_1_4785935.1, CM084271_1_44134607.0, CM084275_1_2509950.0, CM084266_1_70707608.0, CM084275_1_40706385.1, CM084267_1_2652518.0, CM084270_1_46587632.1, CM084267_1_30269806.0, CM084272_1_1726216.1, CM084272_1_18188700.0, CM084264_1_70182851.0, CM084267_1_832157.1, CM084264_1_75480216.1, CM084273_1_31866087.0, CM084276_1_38539465.0, CM084268_1_50739258.0, CM084269_1_45438470.0, CM084274_1_4726638.0",50,0.16,"adapter_trim.F0-B27.bam",-0.15,"adapter_trim.F0-B9.bam",-0.37
"34","adapter_trim.F1-B1-pH75.bam","CM084271_1_290137.0, CM084266_1_63466127.0, CM084269_1_47265506.1, CM084278_1_20858397.0, CM084264_1_69757037.1, CM084264_1_26773649.0, CM084272_1_1704343.1, CM084274_1_12659015.1, CM084275_1_39781020.0, CM084273_1_31863355.0, CM084265_1_64735335.1, CM084266_1_59364074.1, CM084267_1_50993981.1, CM084267_1_52593775.0, CM084277_1_10417524.0, CM084264_1_73152512.1, CM084266_1_68884692.0, CM084271_1_44075853.0, CM084276_1_38558546.0, CM084274_1_4769080.0, CM084278_1_20734513.1, CM084274_1_4793160.1, CM084276_1_38558590.0, CM084271_1_44075863.1, CM084268_1_28845446.1, CM084275_1_20000990.0, CM084274_1_4715467.1, CM084264_1_69870962.1, CM084274_1_4793445.1, CM084267_1_11257244.1, CM084275_1_77171.1, CM084268_1_3704024.1, CM084274_1_4785935.1, CM084271_1_44134607.0, CM084275_1_2509950.0, CM084266_1_70707608.0, CM084275_1_40706385.1, CM084267_1_2652518.0, CM084270_1_46587632.1, CM084267_1_30269806.0, CM084272_1_1726216.1, CM084272_1_18188700.0, CM084264_1_70182851.0, CM084267_1_832157.1, CM084264_1_75480216.1, CM084273_1_31866087.0, CM084276_1_38539465.0, CM084268_1_50739258.0, CM084269_1_45438470.0, CM084274_1_4726638.0",50,0.42,"adapter_trim.F0-B10.bam",-0.58,"adapter_trim.F0-B3.bam",-0.42
"35","adapter_trim.F1-B8-pH75.bam","CM084271_1_290137.0, CM084266_1_63466127.0, CM084269_1_47265506.1, CM084278_1_20858397.0, CM084264_1_69757037.1, CM084264_1_26773649.0, CM084272_1_1704343.1, CM084274_1_12659015.1, CM084275_1_39781020.0, CM084273_1_31863355.0, CM084265_1_64735335.1, CM084266_1_59364074.1, CM084267_1_50993981.1, CM084267_1_52593775.0, CM084277_1_10417524.0, CM084264_1_73152512.1, CM084266_1_68884692.0, CM084271_1_44075853.0, CM084276_1_38558546.0, CM084274_1_4769080.0, CM084278_1_20734513.1, CM084274_1_4793160.1, CM084276_1_38558590.0, CM084271_1_44075863.1, CM084268_1_28845446.1, CM084275_1_20000990.0, CM084274_1_4715467.1, CM084264_1_69870962.1, CM084274_1_4793445.1, CM084267_1_11257244.1, CM084275_1_77171.1, CM084268_1_3704024.1, CM084274_1_4785935.1, CM084271_1_44134607.0, CM084275_1_2509950.0, CM084266_1_70707608.0, CM084275_1_40706385.1, CM084267_1_2652518.0, CM084270_1_46587632.1, CM084267_1_30269806.0, CM084272_1_1726216.1, CM084272_1_18188700.0, CM084264_1_70182851.0, CM084267_1_832157.1, CM084264_1_75480216.1, CM084273_1_31866087.0, CM084276_1_38539465.0, CM084268_1_50739258.0, CM084269_1_45438470.0, CM084274_1_4726638.0",50,0.13,"adapter_trim.F0-B2.bam",-0.36,"adapter_trim.F0-B25.bam",-0.36
"36","adapter_trim.F1-J106-pH8.bam","CM084264_1_69862115.1, CM084264_1_69862119.0, CM084278_1_8558566.0, CM084266_1_65580309.0, CM084276_1_2874135.1, CM084267_1_5161043.1, CM084275_1_29098881.1, CM084279_1_31065250.1, CM084271_1_19656025.1, CM084266_1_69793931.0, CM084272_1_1883067.0, CM084266_1_68200825.1, CM084279_1_10149541.1, CM084264_1_69903182.1, CM084265_1_66689301.1, CM084275_1_25397333.1, CM084273_1_42285571.1, CM084266_1_64164372.0, CM084268_1_45613.0, CM084273_1_7839210.1, CM084271_1_3819764.0, CM084276_1_38788200.0, CM084266_1_63195162.0, CM084265_1_71265230.1, CM084277_1_29781980.0, CM084265_1_71828881.0, CM084268_1_50679553.1, CM084264_1_69870962.0, CM084267_1_50994309.1, CM084267_1_4505260.0, CM084273_1_10424351.1, CM084279_1_32640578.0, CM084270_1_1559641.1, CM084264_1_70456947.0, CM084275_1_39394564.0, CM084271_1_379009.1, CM084273_1_31861630.1, CM084271_1_346616.1, CM084269_1_43525341.0, CM084266_1_64164269.0, CM084275_1_524647.0, CM084268_1_49719742.1, CM084265_1_64196888.0, CM084267_1_13261420.1, CM084269_1_4625303.1, CM084274_1_4726242.0, CM084271_1_43338888.0, CM084268_1_50679553.0, CM084269_1_15828548.1, CM084268_1_50681662.1",50,0.42,"adapter_trim.F0-B16.bam",-0.29,"adapter_trim.F0-B2.bam",-0.3
"37","adapter_trim.F1-J157-pH8.bam","CM084264_1_69862115.1, CM084264_1_69862119.0, CM084278_1_8558566.0, CM084266_1_65580309.0, CM084276_1_2874135.1, CM084267_1_5161043.1, CM084275_1_29098881.1, CM084279_1_31065250.1, CM084271_1_19656025.1, CM084266_1_69793931.0, CM084272_1_1883067.0, CM084266_1_68200825.1, CM084279_1_10149541.1, CM084264_1_69903182.1, CM084265_1_66689301.1, CM084275_1_25397333.1, CM084273_1_42285571.1, CM084266_1_64164372.0, CM084268_1_45613.0, CM084273_1_7839210.1, CM084271_1_3819764.0, CM084276_1_38788200.0, CM084266_1_63195162.0, CM084265_1_71265230.1, CM084277_1_29781980.0, CM084265_1_71828881.0, CM084268_1_50679553.1, CM084264_1_69870962.0, CM084267_1_50994309.1, CM084267_1_4505260.0, CM084273_1_10424351.1, CM084279_1_32640578.0, CM084270_1_1559641.1, CM084264_1_70456947.0, CM084275_1_39394564.0, CM084271_1_379009.1, CM084273_1_31861630.1, CM084271_1_346616.1, CM084269_1_43525341.0, CM084266_1_64164269.0, CM084275_1_524647.0, CM084268_1_49719742.1, CM084265_1_64196888.0, CM084267_1_13261420.1, CM084269_1_4625303.1, CM084274_1_4726242.0, CM084271_1_43338888.0, CM084268_1_50679553.0, CM084269_1_15828548.1, CM084268_1_50681662.1",50,0.38,"adapter_trim.F0-B27.bam",-0.43,"adapter_trim.F0-B25.bam",-0.12
